a774dfb9-5087-4846-b748-9c98a6156f12,b2ce4f6a-0656-4da3-9756-04698d7e2e51,screen_template_a774dfb9-5087-4846-b748-9c98a6156f12_occupancy_type.json,TH,,,"occupancy_type_primary, occupancy_type_secondary_occupancy_type_investment","""scope"": {}",Basics,Your Property,screen_occupancy_type,How will you use this property?,"Will the property be a Primary Residence, a Secondary Residence, or an Investment?",Occupancy Type,"occupancy_type_primary, occupancy_type_secondary, occupancy_type_investment",selection,"Primary Residence, Secondary Residence, Investment",Boolean,Primary Residence,Primary or Secondary / Primary or Secondary,Primary or Secondary / Primary or Secondary,"IF occupancy_type_investment IS FALSE, THEN NEXT screen_first_loan_type","IF occupancy_type_investment IS TRUE, THEN requir Premium Plan purchase before continuing",,,,,,customer selection,"If an investment, use form RIPA which has a dozen or so differences that we will need to account for. For MVP, if selection is ""Investment"" we should have HBM rep fill out form fields that are not handled in the current flow.",,text box,NA,Type of Occupancy,What's the definition of a primary residence versus a secondary residence or an investment property? Does the type of occupancy effect how appealing an offer is to the seller?,
e3e00cfc-5367-499c-8a2f-f72667bc3db3,7579a2a5-c620-48f1-b9da-20613043ae65,screen_template_e3e00cfc-5367-499c-8a2f-f72667bc3db3_entity_buyer_type_individuals.json,TH,NEW SCREEN: created from copy,Needs new GUIDs and images. Check code.,entity_buyer_type_individuals_no,"""scope"": {}",Basics,Your Property,screen_entity_buyer_type_individuals,Buyer Type,Will you be buying this investment property as a person or person(s) or as an entity/organization?,Buyer Type,"entity_buyer_type_individuals, entity_buyer_type_individuals_no ",selection,"Buying as Individuals, Buying as an Entity",Boolean,Individuals,Any / Any,Any / Any,,,,,,,,,,"IF buyer_type_individuals IS TRUE, THEN {{buyer_type_individuals}} IS ""X"" on RIPA",NA,RIPA,,,
6cad108b-3841-4bb2-a54a-27c2507a2696,fcc93f0e-f44a-4ee8-b03c-e60b2b14a769,screen_template_6cad108b-3841-4bb2-a54a-27c2507a2696_entity_buyer_type.json,TH,NEW SCREEN: created from copy,Needs new GUIDs and images. Check code.,entity_buyer_type_other,"""scope"": {""entity_buyer_type_individuals_no"": true}",Basics,Your Property,screen_entity_buyer_type,What type of entity will be purchasing the Property as an investment?,"Tell us if you buying as a Corporation, a Partnership, an LLC, or some other type of entity.",Buyer Entity Type,"entity_buyer_type_corporation, entity_buyer_type_llc, entity_buyer_type_partnership, entity_buyer_type_other",selection,"Corporation, Partnership, LLC, Other",Boolean,Corporation,Any / Any,Any / Any,"IF IF entity_buyer_type_other IS FALSE, THEN NEXT screen_entity_buyer_name",,,,,,,customer selection,,"IF entity_buyer_type_corporation IS TRUE, THEN {{entity_buyer_type}} IS ""Corporation"" on RIPA

IF entity_buyer_type_partnership IS TRUE, THEN {{entity_buyer_type}} IS ""Partnership"" on RIPA

IF entity_buyer_type_llc IS TRUE, THEN {{entity_buyer_type}} IS ""LLC"" on RIPA

IF entity_buyer_type_other IS TRUE, THEN {{entity_buyer_type_other}} IS ""X"" on RIPA",NA,RIPA,,,
d254eb01-63c0-4f6c-a788-57ed13941c04,cae16114-b420-4dfc-b82d-6d9af9c6e19c,screen_template_d254eb01-63c0-4f6c-a788-57ed13941c04_entity_buyer_type_other_text.json,TH,NEW SCREEN: created from copy,Needs new GUIDs and images. Check code.,null,"""scope"": {""entity_buyer_type_other"": true}",Basics,Your Property,screen_entity_buyer_type_other_text,Other Entity Type,Please describe the type of entity that will be purchasing the Property.,Other Entity,entity_buyer_type_other_text,text box,,text,null,Any / Any,Any / Any,,,,,,,,customer input,,,NA,RIPA,,,
d254eb01-63c0-4f6c-a788-57ed13941c04,05ce545a-e5c7-4dfd-8ad5-3b8c52bae57c,screen_template_d254eb01-63c0-4f6c-a788-57ed13941c04_entity_buyer_name.json,TH,NEW SCREEN: created from copy,Needs new GUIDs and images. Check code.,null,"""scope"": {""entity_buyer_type_individuals_no"": true}",Basics,Your Property,screen_entity_buyer_name,Entity Name,Please enter the Legal name of the Entity,Entity Name,entity_buyer_name,text box,,text,null,Any / Any,Any / Any,,,,,,,,customer input,,{{entity_buyer_type_other_text}},NA,RIPA,,,
6cad108b-3841-4bb2-a54a-27c2507a2696,fa37d276-abc0-4fe3-b840-909e1c0b26d2,screen_template_6cad108b-3841-4bb2-a54a-27c2507a2696_first_loan_type.json,TJ,"added scope: ""funds_type_loan"": true",check code,"first_loan_type_fha, first_loan_type_va, first_loan_type_other","""scope"": {""funds_type_loan"": true}",Basics,Funds & Financing,screen_first_loan_type,What kind of loan will you have?,"Will it be Conventional, FHA, VA, or another type?",Loan Type,"first_loan_type_conventional, first_loan_type_fha, first_loan_type_va, first_loan_type_other",Choice,"Conventional, FHA, VA, Other",Boolean,Conventional,"Conventional, FHA, VA","Conventional, FHA, VA","IF Conventional, FHA, or VA, THEN skip screen_first_loan_type_other.","IF first_loan_type_conventional IS TRUE, THEN global variable SKIP screen_lender_required_repairs_days OR IF first_loan_type_other IS TRUE, THEN global variable SKIP screen_lender_required_repairs_days

",,,,,,customer selection,"If ""Seller Financing"" throw up message asking customer to contact support. We probably won't support filling out the CAR Form SFA in the MVP version.. If FHA then attach forms FVAC & HID. If VA then attach form FVAC. Also, seller must deliver list of lender-required repairs (I assume this happens after the bank’s appraisal? Need to fill out CAR Form SFA if additional_loan_type = Seller Financing.",,check boxes,CAR Form SFA if Seller Financing,FHA and VHA Loans,"Eplanation of what they are, why they may be helpful to some buyers and what are the special conditions of such loans (E.g., the appraisal requirement). Do FHA and VA loans affect the appeal of your offer to sellers?",
3501f97f-a114-4e03-9740-bc3ec2bf82b3,e2af954c-ce62-4d92-8b7a-7518d1483eaa,screen_template_3501f97f-a114-4e03-9740-bc3ec2bf82b3_first_loan_type_other.json,TH,Added global variable: first_loan_type_other_other,"check code, global var needs GUID, needs images",first_loan_type_other_other,"""scope"": {""first_loan_type_other"": true",Basics,Funds & Financing,screen_first_loan_type_other,Please describe the Other type of fincancing you will utilize.,Give enough detail for the Seller to understand.,Other Financing,"first_loan_type_other_other, first_loan_type_other_seller",Text Box,"Other, Seller Financing",Text,Other,None,None,,,,,,,,customer input,,"IF first_loan_type_other_seller IS TRUE, THEN {{first_loan_type_other}} IS ""Seller Financing""

IF first_loan_type_other_other IS TRUE, THEN {{first_loan_type_other}} IS first_loan_type_other_text",text box,NA,,,
d254eb01-63c0-4f6c-a788-57ed13941c04,112db8ef-e260-42fd-8913-4180fd6f46a6,screen_template_d254eb01-63c0-4f6c-a788-57ed13941c04_first_loan_type_other_text.json,TH,"Added scope: ""first_loan_type_other_other"": true",check code,null,"""scope"": {""first_loan_type_other_other"": true}",Basics,Funds & Financing,screen_first_loan_type_other_text,Please describe the Other type of fincancing you will utilize.,Give enough detail for the Seller to understand.,Other Financing,first_loan_type_other_text,Text Box,,Text,Null,Any / Any,Any / Any,,,"If this Property is an investment you could enter ""Assumed Financing"" or ""Subject to Fnancing"" here as well.",,,,,customer input,,,text box,RIPA,,,
4d45495d-9f6c-4d16-8c61-9a4eaa16af6a,8e0517b7-c292-439c-b6d0-3567f598628e,screen_template_4d45495d-9f6c-4d16-8c61-9a4eaa16af6a_additional_loan.json,TH,,,additiional_loan_yes," ""scope"": {""funds_type_loan"": true",Basics,Funds & Financing,screen_additional_loan,Do you plan to take a 2nd loan?,Will there be any additional financing in addition to a first loan?,2nd Loan,"additional_loan_yes, additional_loan_no",customer selection,"Yes, No",Boolean,no (false),"No, Yes / No","No / Yes, No",,if yes(true) then ask additional_loan_amount and related questions.,,,,,,customer selection,,"IF screen_additional_loan_yes IS TRUE, THEN {{additional_loan_yes}} IS ""X""",checkbox,NA,Additional Financing,Why might a buyer seek financing in addition to a first mortgage to buy the property? What are the advantages or drawbacks of supplementing your financing with an additional loan? Is this a red flag to sellers?,
30b60112-b21f-4915-b472-e7c1f69c2a69,e784c0ed-4850-4f60-8960-b89e3fe4decb,screen_template_30b60112-b21f-4915-b472-e7c1f69c2a69_additional_loan_amount.json,TH,,,null,"""scope"": {""additional_loan_yes"": true",Basics,Funds & Financing,screen_additional_loan_amount,How much additional money do you intent to borrow?,Tell us the amount of the additional loan.,2nd Loan Amount,"additional_loan_amount, additional_loan_percent_of_purchase_price",text box + percentage of purchase price,,number + %,null,NA,NA,,only ask if additional_loan is true,,,,,,customer input,show percentage of purchase price on same screen,,text box + text box for %,NA,,,
096d2a6f-d304-4fdb-858c-4b63d7a5ad7e,11485834-f891-4c69-a464-12bf243d5f20,screen_template_096d2a6f-d304-4fdb-858c-4b63d7a5ad7e_additional_loan_type.json,TH,"added scope: ""additional_loan_yes"": true",check to see if the field for text entry for addtional_loan_type_other is present. I don't see it.,"additiional_loan_type_conventional, additiional_loan_type_seller, additiional_loan_type_other ","""scope"": {""additional_loan_yes"": true}",Basics,Funds & Financing,screen_additional_loan_type,What kind of additional loan will you have?,"Conventional, or Seller Financing, or Other?",2nd Loan Type,"additional_loan_type_conventional, additional_loan_type_seller, additional_loan_type_other ",selection,"Conventional, Seller Financing, Other",,Conventional,All / Conventional,Conventional / All,,If “Other” provide text box for explanation. additional_loan_type_other,,,,,,customer selection,"If there is additional financing that is Seller Financing, then attach form SFA.",,text box,SFA if Seller Financing,,,
bb9bd250-bbb4-4515-a56a-e0a65fb29758,c1336a62-2ad4-4d1d-a0a6-d2a13b345c6d,screen_template_bb9bd250-bbb4-4515-a56a-e0a65fb29758_additional_loan_type_other.json,TH,"added scope: ""additional_loan_type_other"": true",Do we need this screen?  The component was included as a child component to additional_loan_type_other,null,"added scope: ""additional_loan_type_other"": true",Basics,Funds & Financing,screen_additional_loan_type_other,Please describe the Other type of fincancing you will utilize.,Provide enough detail for the seller to understand.,2nd Loan Other,additional_loan_type_other,text box,NA,text,null,NA,NA,,,"If this Property is an investment you could enter ""Assumed Financing"" or ""Subject to Fnancing"" here as well.",,,,,customer input,,,text box,RIPA,,,
096d2a6f-d304-4fdb-858c-4b63d7a5ad7e,cb19c5aa-8fd6-47ba-a565-c687e0da4808,screen_template_096d2a6f-d304-4fdb-858c-4b63d7a5ad7e_additional_loan_type.json,TH,"added scope: ""additional_loan_yes"": true",check code,null,"""scope"": {""additional_loan_yes"": true}",Basics,Funds & Financing,screen_additional_loan_rate_type,Is your additional loan interest rate fixed or adjustable?,,2n Loan Rate Type,"additional_loan_fixed, additional_loan_adj",Choice,"Fixed, Adjustable",Boolean,fixed,NA,NA,,,,,,,,customer selection,,"IF additional_loan_adj IS TRUE, THEN {{additional_loan_adj}} IS ""X""",check box,NA,,,
,f8852a5d-9b76-4f0e-8514-8181f9586e7a,,,"changed name of screen and json filename from ""...additional_loan_rate_type"" to ""...additional_loan_rate"" 

added scope: ""additional_loan_yes"": true

changed component name from ""additional_loan_int_rate"" to ""additional_loan_rate""",check code,null,"""scope"": {""additional_loan_yes"": true}",Basics,Funds & Financing,screen_additional_loan_rate,What is the interest rate for your additional loan?,For adjustable rate loans give us your initial rate.,2nd Loan Rate,additional_loan_rate,Text Box,,Percentage,null,NA,NA,,,,,,,,customer input,,,text box,NA,,,
4d1970d4-094d-434a-afee-b8485dc31a3c,1119b5da-f1c8-453c-b0bb-c0048363576e,screen_template_4d1970d4-094d-434a-afee-b8485dc31a3c_additional_loan_points.json,TH,"added scope: ""additional_loan_yes"": true",check code,null,"""scope"": {""additional_loan_yes"": true}",Basics,Funds & Financing,screen_additional_loan_points,Will you be paying points to lower the interest rate on your additional loan?,Tell us how many points you plan to pay.,2nd Loan Points,additional_loan_points,pulldown menu or text box,,number,0,NA,NA,,,,,,,,pulldown menu?,not sure if values are standard enough for a pulldown menu,,text box,NA,,,
e1cb93d9-a290-4a72-9a57-1238f9551ad5,de231367-1b52-456d-909b-105574c05e7c,screen_template_e1cb93d9-a290-4a72-9a57-1238f9551ad5_finance_terms_other.json,TH,"deleted scope:   ""finance_terms_other"": true as that is incorrect

everyone should see this screen even if ""all cash""",check code,null,"""scope"": {}",Basics,Funds & Financing,screen_finance_terms_other,Are there any additional finance terms?,Please describe any other finance terms that may apply to your offer.,Other Terms,finance_terms_other,text,,text,null,Any / Null,Null / Any,,,,,,,,customer input,,,text,NA,,,
5b16e97b-0925-4b21-a771-78e97236c211,a9ec46c8-20d1-4e4d-ae0f-ad6ceef5778a,screen_template_5b16e97b-0925-4b21-a771-78e97236c211_initial_deposit_amount.json,TH,,,null,"""scope"": {}",Basics,Funds & Financing,screen_initial_deposit_amount,How much Earnest Money will you  put down?,Tell the seller how much of an initial deposit you will make.,Earnest Money,"initial_deposit_amount, initial_deposit_percent",text box + percentage of purchase price,,number + %,3%,0% / 2.5%,3% / 10%,,,,,,,,customer input,typical deposit in CA is 3%,,text box + text box for %,NA,Initial Deposit (aka Earnest Money),What is the Initial Deposit?  What is a typical amount? When is it paid? Who is it paid to? How does the amount affect the attractiveness of your offer?,
,,,,,,,,Competitive Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,
996a8cb2-d066-4bd5-97f2-928d2808ba64,deeaa2c5-3d8c-4eb4-b935-f2a353efb058,screen_template_996a8cb2-d066-4bd5-97f2-928d2808ba64_purchase_price_revised.json,TH,,,sets global.purchase_price if value is different than original purchase_price,"""scope"": {}",Competitive Edge,Your Property,screen_purchase_price_2,Would you like to revise your purchase price?,"If you'd like to change the price, please enter the new amount.",Offer Price,purchase_price,Text Box,,Dollar Amount,null,NA,NA,,,,,,,,customer input,Need to calculate percentage of purchase price and throw warnings for soft min/max based on that rather than on value.,,text box,NA,purchase price,What do buyers need to know about the price they offer to buy the home. How do they know if it is too high or too low. What are some typical guidelines and are there any current trends for the area that would inform their decision on price?,
62a18b2f-fde7-45df-b28a-eb7d15656758,e7358a01-f226-4932-88d4-5cec81cea202,screen_template_62a18b2f-fde7-45df-b28a-eb7d15656758_escalation_clause.json,TH,"changed component and global variable from ""escalation_clause_yes"" to ""escalation_clause""",check code,escalation_clause,"""scope"": {}",Competitive Edge,Your Property,screen_escalation_clause,Would you like to include a Purchase Price Escalation Clause in your offer?,An escalation clause potentially increases the price you end up paying for the property.,Escalation Clause,"escalation_clause, escalation_clause_no",selection,"Yes, I'm willing to increase my price to beat other buyers, No, I'm happy with my price.",selection,No,All / No,No / All,"IF escalation_clause_no IS TRUE, THEN NEXT screen_increased_deposit",,,,,,,customer input + template text,"IF escalation_clause IS TRUE, THEN include escalation clause language in RPA ""Other Terms""","IF escalation_clause IS TRUE, THEN {{escalation_clause}} IS [template text]"," template text, and text boxes",NA,Escalation Clauses,,"NOTICE TO BUYER: By including this term in the Agreement, you agree to have your purchase price increased if the Seller receives an equal or higher offer from another buyer (the “Competing Offer”). This does not assure that the Competing Offer used to establish your purchase price will, in all ways, be comparable to yours. Your are cautioned to offer no more than you are willing to pay for the Property. Your are further advised that Seller or Seller’s Agent(s) may disclose the terms of your offer to others."
be200b52-0b00-4e1a-9f34-914fb577e56b,c4f05e87-1a04-448d-b4da-4ca750a447a3,screen_template_be200b52-0b00-4e1a-9f34-914fb577e56b_escalation_clause_amount.json,TH,added scope: escalation_clause,check code,null,"""scope"": {""escalation_clause"": true}",Competitive Edge,Your Property,screen_escalation_clause_amount,How much more would you like to increase the purchase price over the highest buyer's offer? ,Enter an amount that you are willing to pay in addition to the highest competing buyer's offer.,Escalation Amount,escalation_clause_amount,text box,,Dollar Amount,null,Any / Any,Any / Any,,,,,,,,,,,text box,NA,,,
39e00a6b-5087-403e-be25-b65c493fc7e1,705000dc-663d-4e9e-9001-cb31c7d4ed45,screen_template_39e00a6b-5087-403e-be25-b65c493fc7e1_escalation_clause_maximum.json,TH,added scope: escalation_clause,check code,null,"""scope"": {""escalation_clause"": true}",Competitive Edge,Your Property,screen_escalation_clause_maximum,What is the maximum price you're willing to escalate to?,You won't pay more than this maximum price if your offer is accepted.,Escalation Max,escalation_clause_maximum,text box,,Dollar Amount,null,purchase price + / 10% over purchase price,10% over purchase price / 50% over purchase price,,,,,,,,,,,,,,,
92ebb984-1a81-4065-9e9e-944c5c5f6d82,3c54ad37-4771-4af5-beaa-42d6107e5700,screen_template_92ebb984-1a81-4065-9e9e-944c5c5f6d82_increased_deposit.json,TH,"changed global variable name of ""increased_deposit_yes"" to ""increased_deposit""",check code,"increased_deposit, increased_deposit_no","""scope"": {}",Competitive Edge,Funds & Financing,screen_increased_deposit,Would you like to give additional Earnest Money to the seller? ,An increased deposit can be made on a future date or after removal of contingencies.,2nd Deposit,"increased_deposit, increased_deposit_no",selection,"Yes, No",,No,"Yes, No / No","No / Yes, No",,"IF increased_deposit_no IS TRUE, THEN NEXT IS screen_all_cash_verification. IF all_cash IS FALSE, THEN NEXT IS screen_down_payment_verification.",,,,,,customer selection,,"IF increased_deposit IS TRUE, THEN {{increased_deposit}} IS ""X""",check box,NA,Increased Deposit,Why would a buyer consider an additional deposit amount after the initial deposit? Are there contingencies that should be waived before an additional deposit is made? How does this make your offer more attractive?,
